id,property_id,client_id,broker_id,status,time
249,249,49,8,1,2023-12-02 21:41:44
250,250,257,8,4,2023-07-02 15:18:19
251,251,161,8,2,2023-04-07 02:59:43
252,252,729,8,2,2023-05-30 22:36:21
253,253,256,8,4,2023-01-03 19:03:48
254,254,730,8,3,2023-10-04 19:30:34
255,255,72,8,2,2022-11-04 19:42:19
256,256,655,8,1,2022-12-28 14:25:05
257,257,343,8,2,2022-11-08 13:40:14
258,258,807,8,1,2023-06-22 01:54:54
259,259,174,8,4,2023-11-24 09:22:20
260,260,162,8,1,2023-04-27 02:31:27
261,261,320,8,4,2023-09-10 18:38:31
262,262,268,8,3,2023-05-29 00:38:30
263,263,326,8,3,2023-07-30 03:51:25
264,264,60,8,2,2023-02-15 19:14:51
265,265,624,8,1,2023-05-08 18:51:37
266,266,877,8,1,2023-02-16 15:11:20
267,267,129,8,2,2023-10-13 15:21:22
268,268,554,8,2,2023-03-01 07:15:58
269,269,87,9,1,2023-03-21 14:47:53
270,270,208,9,2,2023-10-04 14:25:31
271,271,718,9,1,2023-02-10 11:20:17
272,272,399,9,1,2023-10-12 03:35:17
273,273,657,9,1,2023-05-31 21:59:47
274,274,669,9,1,2023-11-24 23:24:39
275,275,46,9,2,2022-12-19 11:13:08
276,276,370,9,1,2023-04-23 00:57:27
277,277,307,9,2,2023-01-29 12:21:05
278,278,599,9,1,2023-12-04 01:13:12
279,279,143,9,4,2023-03-30 06:58:23
280,280,746,9,1,2023-01-27 23:30:39
281,281,66,9,2,2023-10-12 16:19:55
282,282,857,9,4,2023-03-14 17:58:09
283,283,358,9,4,2023-04-27 15:15:09
284,284,185,9,2,2023-05-25 18:34:50
285,285,807,9,3,2023-11-09 22:56:59
286,286,788,9,3,2023-03-20 19:12:40
287,287,97,9,4,2023-04-23 18:07:21
288,288,817,9,3,2023-03-05 15:05:40
289,289,384,9,1,2023-11-14 23:09:12
290,290,125,9,4,2023-10-16 21:49:49
291,291,754,9,2,2022-12-28 18:40:57
292,292,855,9,3,2022-11-30 21:25:47
293,293,480,9,1,2023-10-28 01:12:26
294,294,835,9,4,2022-10-25 08:11:51
295,295,288,9,3,2023-08-23 02:15:10
296,296,472,9,1,2023-07-16 15:56:55
297,297,721,10,3,2022-12-21 20:51:47
298,298,307,10,2,2023-12-30 09:13:58
299,299,601,10,4,2023-07-27 15:01:32
300,300,57,10,2,2022-10-29 05:07:01
301,301,761,10,3,2023-02-07 23:52:22
302,302,788,10,2,2023-03-23 02:06:26
303,303,566,10,4,2022-12-12 21:36:01
304,304,22,10,2,2023-01-27 00:08:49
305,305,657,10,1,2023-09-17 10:32:34
306,306,857,10,4,2022-11-17 10:07:32
307,307,431,10,2,2023-02-06 23:22:35
308,308,675,10,2,2022-12-23 23:55:23
309,309,365,10,4,2023-04-24 02:39:24
310,310,562,10,2,2023-05-22 23:05:36
311,311,728,10,3,2023-10-01 06:35:33
312,312,200,10,3,2023-10-06 18:44:04
313,313,507,10,2,2023-07-20 11:35:21
314,314,900,10,1,2023-01-30 04:38:20
315,315,650,10,2,2023-12-03 11:26:07
316,316,262,10,4,2023-12-13 12:27:08
317,317,476,10,4,2023-06-02 00:02:00
318,318,738,10,2,2023-07-11 05:58:31
319,319,19,10,1,2023-01-28 18:01:05
320,320,555,10,2,2023-04-22 00:23:44
321,321,765,10,1,2023-10-17 15:33:55
322,322,404,10,4,2023-02-09 20:58:03
323,323,255,10,2,2022-11-24 06:25:34
324,324,761,10,3,2023-04-11 23:57:41
325,325,549,10,3,2023-09-22 12:09:07
326,326,515,10,4,2023-04-16 12:57:51
327,327,42,10,4,2023-02-05 20:38:50
328,328,715,10,2,2023-03-10 17:35:56
329,329,249,10,3,2023-03-16 17:38:20
330,330,787,10,1,2023-03-07 16:21:06
331,331,776,10,1,2023-10-03 06:48:15
332,332,165,10,3,2023-10-02 02:28:16
333,333,265,10,3,2023-09-01 12:28:31
334,334,262,10,3,2023-01-17 05:03:05
335,335,134,10,4,2023-10-10 13:22:19
336,336,821,10,2,2023-10-14 07:06:54
337,337,777,10,1,2023-07-19 15:51:00
338,338,577,11,1,2023-10-19 16:11:54
339,339,846,11,1,2023-03-02 15:05:36
340,340,585,11,3,2023-11-21 22:17:49
341,341,691,11,4,2023-01-23 23:03:35
342,342,92,11,1,2023-01-06 18:01:11
343,343,261,11,1,2023-09-25 23:42:58
344,344,397,11,3,2023-10-16 02:06:57
345,345,800,11,1,2022-10-27 23:14:45
346,346,15,11,2,2022-11-06 10:35:55
347,347,43,11,3,2023-04-12 16:18:31
348,348,425,11,3,2022-12-17 01:05:22
349,349,648,11,3,2023-12-14 03:45:02
350,350,85,11,4,2023-08-18 07:58:10
351,351,201,11,1,2023-11-28 01:25:07
352,352,669,11,1,2023-11-14 01:37:32
353,353,635,11,4,2023-11-02 13:58:19
354,354,211,11,2,2022-11-21 00:40:26
355,355,425,11,1,2023-03-10 04:15:39
356,356,798,11,4,2023-05-17 21:27:19
357,357,848,11,1,2023-01-28 16:58:23
358,358,719,11,1,2023-04-22 11:14:42
359,359,311,11,2,2022-12-19 04:12:42
360,360,22,11,2,2023-11-29 17:41:18
361,361,115,11,1,2023-01-15 15:18:09
362,362,639,11,3,2023-02-11 00:53:10
363,363,307,11,3,2023-01-09 17:04:47
364,364,241,11,1,2023-04-29 19:22:50
365,365,440,11,4,2022-12-12 06:12:13
366,366,549,11,2,2023-10-16 14:30:19
367,367,383,11,3,2023-10-03 07:02:01
368,368,259,11,4,2023-06-05 11:59:26
369,369,595,11,2,2022-11-02 07:27:30
370,370,839,11,2,2022-11-26 00:17:21
371,371,410,11,4,2023-02-28 09:52:42
372,372,12,11,1,2023-11-26 06:24:24
373,373,245,11,3,2023-09-18 14:38:58
374,374,286,12,1,2023-11-01 14:41:38
375,375,411,12,3,2023-10-01 04:07:17
376,376,780,12,3,2023-04-27 09:31:07
377,377,276,12,3,2023-09-24 17:41:28
378,378,72,12,1,2022-12-02 00:43:55
379,379,395,12,1,2023-01-01 09:40:40
380,380,288,12,2,2023-12-17 16:33:09
381,381,44,12,1,2023-07-15 04:21:53
382,382,682,12,3,2023-10-30 07:48:46
383,383,430,12,3,2023-06-23 09:56:42
384,384,161,12,2,2023-05-19 23:04:59
385,385,363,12,3,2023-06-10 06:59:21
386,386,217,12,3,2023-07-12 14:59:36
387,387,212,12,3,2023-12-19 05:50:15
388,388,92,12,4,2023-08-07 06:31:04
389,389,34,12,2,2023-10-13 22:47:59
390,390,394,12,4,2023-03-10 17:18:10
391,391,215,12,2,2023-10-27 19:46:48
392,392,298,12,4,2022-11-24 05:55:27
393,393,497,12,4,2023-10-08 16:16:15
394,394,855,12,3,2022-11-04 06:15:36
395,395,331,12,4,2023-06-27 10:13:06
396,396,463,12,2,2023-04-19 08:41:28
397,397,856,12,4,2023-02-13 01:30:24
398,398,515,12,2,2023-12-15 08:19:38
399,399,567,13,1,2023-06-12 11:38:13
400,400,340,13,3,2023-06-20 10:00:36
401,401,584,13,4,2023-12-11 06:28:08
402,402,6,13,1,2023-06-01 20:09:26
403,403,446,13,3,2023-01-22 14:56:18
404,404,235,13,3,2023-08-19 21:19:06
405,405,78,13,2,2023-04-29 13:56:28
406,406,643,13,4,2023-08-28 23:48:55
407,407,890,13,4,2023-12-10 06:06:17
408,408,389,13,2,2023-03-19 00:26:37
409,409,535,13,3,2023-12-10 22:18:00
410,410,72,13,4,2023-08-16 06:47:23
411,411,464,13,2,2023-10-19 14:10:36
412,412,357,13,1,2023-05-11 13:13:03
413,413,497,13,2,2023-08-11 04:29:16
414,414,130,13,1,2023-09-17 09:19:54
415,415,197,13,2,2023-12-21 02:35:14
416,416,815,13,2,2023-01-24 21:47:50
417,417,896,13,2,2023-01-19 19:17:03
418,418,816,13,1,2023-05-26 14:55:06
419,419,823,13,4,2023-07-12 20:38:38
420,420,10,13,2,2023-11-07 22:47:12
421,421,643,13,4,2023-04-01 07:52:50
422,422,307,13,2,2023-01-01 22:47:06
423,423,787,13,3,2023-06-07 14:21:45
424,424,875,13,1,2023-08-17 17:26:46
425,425,815,13,3,2023-02-01 07:16:46
426,426,678,13,1,2023-12-21 21:44:34
427,427,870,14,4,2023-03-27 23:26:24
428,428,575,14,2,2023-08-08 16:40:08
429,429,362,14,3,2023-04-08 10:08:15
430,430,647,14,2,2022-10-27 18:09:09
431,431,722,14,3,2023-04-12 16:19:28
432,432,382,14,4,2023-01-11 03:16:19
433,433,831,14,4,2023-10-09 06:32:00
434,434,402,14,1,2023-07-21 03:00:49
435,435,659,14,4,2023-06-14 08:37:04
436,436,242,14,2,2023-11-17 23:47:33
437,437,501,14,3,2023-01-12 15:07:35
438,438,668,14,4,2023-02-25 05:11:01
439,439,831,14,4,2023-03-30 13:21:51
440,440,552,14,3,2023-12-21 06:45:05
441,441,101,14,1,2023-05-09 02:14:19
442,442,742,14,1,2023-09-13 09:21:45
443,443,74,14,1,2023-10-16 17:47:36
444,444,495,14,1,2023-12-27 09:51:41
445,445,514,14,4,2023-05-30 09:43:53
446,446,331,14,3,2022-12-26 20:08:45
447,447,468,14,1,2023-02-09 18:04:51
448,448,399,14,3,2023-10-22 00:17:12
449,449,773,14,1,2023-05-29 19:44:54
450,450,461,14,2,2023-04-12 21:22:42
451,451,893,14,4,2023-04-17 23:12:47
452,452,845,14,2,2022-11-16 22:57:48
453,453,353,14,4,2022-12-16 07:52:00
454,454,383,14,2,2023-06-07 13:37:10
455,455,549,14,1,2023-07-03 14:29:18
456,456,42,14,2,2023-06-29 12:22:01
457,457,323,14,3,2023-10-17 03:22:57
458,458,36,14,2,2022-11-11 23:14:40
459,459,482,14,4,2023-09-30 18:45:40
460,460,482,14,2,2023-03-23 09:42:34
461,461,526,15,4,2023-08-04 00:09:45
462,462,332,15,1,2023-09-22 18:51:04
463,463,39,15,2,2022-12-01 14:49:12
464,464,517,15,2,2023-01-12 09:06:48
465,465,71,15,4,2023-04-06 04:40:25
466,466,118,15,2,2023-04-12 08:53:19
467,467,769,15,2,2023-08-20 09:14:10
468,468,400,15,3,2023-05-15 05:39:10
469,469,232,15,2,2023-02-16 10:04:05
470,470,436,15,4,2023-02-27 18:41:46
471,471,107,15,1,2023-07-08 21:32:46
472,472,103,15,3,2023-06-10 05:31:29
473,473,835,15,3,2023-12-03 12:32:39
474,474,525,15,1,2023-02-21 12:44:45
475,475,482,15,2,2023-03-08 10:48:38
476,476,862,15,2,2022-10-25 13:52:25
477,477,308,15,4,2023-02-17 13:51:38
478,478,685,15,3,2023-04-11 16:41:47
479,479,863,15,3,2022-11-05 12:17:54
480,480,621,15,4,2023-11-27 09:58:26
481,481,364,15,1,2023-04-12 16:57:08
482,482,705,15,4,2022-12-31 11:59:37
483,483,51,15,4,2023-01-31 06:24:25
484,484,400,15,4,2023-06-02 23:56:58
485,485,218,15,4,2023-12-06 19:18:56
486,486,157,15,4,2023-11-20 00:22:09
487,487,196,15,2,2023-03-08 09:52:47
488,488,168,15,4,2023-07-28 23:01:12
489,489,833,15,2,2023-04-29 12:23:32
490,490,57,15,1,2023-01-03 06:49:37
491,491,478,15,3,2023-02-21 23:22:28
492,492,693,15,2,2023-01-10 10:16:22
493,493,683,15,3,2023-09-29 11:24:01
494,494,420,15,2,2023-06-05 03:12:13
495,495,756,15,4,2023-02-03 16:10:29
496,496,526,15,3,2023-08-24 19:19:55
497,497,18,16,4,2022-12-23 07:47:06
498,498,205,16,4,2023-06-22 02:59:06
499,499,177,16,1,2023-10-04 04:22:34
500,500,212,16,3,2023-01-06 18:06:47
501,501,885,16,1,2023-11-17 00:50:52
502,502,503,16,2,2023-10-16 10:48:24
503,503,594,16,1,2023-07-24 18:40:15
504,504,137,16,2,2022-12-28 01:49:46
505,505,550,16,3,2023-06-22 02:01:13
506,506,456,16,2,2023-10-27 11:49:55
507,507,431,16,3,2023-07-31 04:35:45
508,508,394,16,1,2023-10-26 05:53:24
509,509,108,16,1,2023-09-08 03:10:35
510,510,143,16,4,2023-12-19 15:49:24
511,511,531,16,4,2023-11-29 14:49:51
512,512,585,16,2,2023-04-04 06:05:54
513,513,104,16,3,2023-09-20 17:13:42
514,514,659,16,4,2023-02-16 16:31:21
515,515,285,16,4,2022-12-28 14:12:50
516,516,76,16,3,2023-01-09 01:16:59
517,517,337,16,1,2023-10-25 13:02:49
518,518,313,16,3,2023-01-21 01:12:20
519,519,234,16,3,2023-06-16 11:09:40
520,520,308,16,3,2022-12-31 10:48:13
521,521,136,16,4,2023-05-26 14:56:47
522,522,897,16,1,2023-12-09 06:24:34
523,523,41,16,1,2023-01-23 00:35:12
524,524,564,16,1,2023-02-06 22:07:04
525,525,287,16,4,2022-11-29 05:22:34
526,526,460,16,2,2023-02-14 08:37:25
527,527,165,16,2,2022-11-28 12:59:16
528,528,367,17,2,2023-05-16 02:25:20
529,529,217,17,2,2023-06-04 06:18:50
530,530,439,17,3,2023-03-18 00:29:11
531,531,852,17,3,2023-06-11 12:30:52
532,532,821,17,4,2022-12-21 04:06:04
533,533,708,17,1,2022-11-02 19:26:30
534,534,75,17,1,2023-07-08 10:13:55
535,535,217,17,1,2023-09-26 06:39:56
536,536,81,17,2,2023-06-11 21:56:52
537,537,337,17,3,2022-12-07 20:48:09
538,538,421,17,4,2023-07-26 09:18:42
539,539,463,17,3,2023-01-31 05:21:57
540,540,746,17,1,2023-08-04 05:35:25
541,541,137,17,2,2023-05-17 21:53:48
542,542,761,17,2,2022-12-12 05:08:38
543,543,507,17,4,2023-11-14 14:06:02
544,544,459,17,2,2022-11-03 10:56:49
545,545,679,17,1,2023-07-27 15:03:42
546,546,191,17,1,2023-09-06 11:09:34
547,547,85,17,3,2022-11-20 16:25:33
548,548,163,17,2,2023-09-13 06:15:44
549,549,362,17,4,2023-01-06 19:08:26
550,550,829,17,3,2023-05-06 19:12:47
551,551,544,17,2,2022-11-07 20:57:35
552,552,614,17,4,2023-12-28 13:25:21
553,553,132,17,1,2023-05-14 18:22:29
554,554,298,17,2,2022-11-18 11:32:49
555,555,241,17,4,2023-07-02 00:56:06
556,556,173,17,2,2023-04-15 20:09:42
557,557,30,17,1,2023-01-22 05:15:21
558,558,421,17,2,2023-10-19 10:40:18
559,559,584,17,2,2023-12-04 01:11:09
560,560,5,17,3,2023-01-22 11:11:06
561,561,726,17,2,2023-08-06 16:30:45
562,562,309,17,2,2022-11-26 11:03:57
563,563,70,17,2,2023-10-04 14:03:04
564,564,878,18,2,2023-01-20 03:04:02
565,565,791,18,2,2023-08-21 16:16:49
566,566,655,18,1,2023-01-01 04:28:05
567,567,868,18,3,2022-11-17 23:42:59
568,568,659,18,3,2023-04-01 20:10:55
569,569,783,18,1,2023-08-05 01:48:35
570,570,664,18,1,2023-09-15 05:10:06
571,571,340,18,4,2023-11-27 20:41:52
572,572,59,18,1,2023-01-04 23:06:45
573,573,810,18,1,2023-10-14 12:11:26
574,574,477,18,2,2023-07-06 05:35:53
575,575,7,18,2,2023-11-02 21:38:56
576,576,432,18,1,2023-03-05 09:35:22
577,577,786,18,3,2023-08-07 03:20:21
578,578,837,18,1,2023-10-17 09:21:19
579,579,188,18,3,2022-12-29 08:17:29
580,580,604,18,4,2022-11-28 11:54:42
581,581,57,18,1,2023-03-17 18:50:00
582,582,612,18,4,2023-08-08 03:28:35
583,583,285,18,4,2023-09-26 00:12:55
584,584,687,18,4,2023-10-24 11:30:44
585,585,137,18,3,2023-01-29 17:24:29
586,586,104,18,3,2023-01-16 10:04:54
587,587,783,18,1,2023-11-06 03:57:34
588,588,92,18,4,2023-04-26 08:40:31
589,589,884,18,1,2023-10-13 14:26:44
590,590,676,18,2,2023-05-24 17:59:23
591,591,515,18,2,2023-09-27 02:55:26
592,592,789,19,2,2022-11-13 19:47:10
593,593,561,19,3,2023-07-05 10:05:55
594,594,727,19,2,2023-10-12 10:12:14
595,595,476,19,1,2023-05-28 19:48:29
596,596,314,19,3,2023-05-18 04:38:02
597,597,698,19,2,2022-12-22 10:58:19
598,598,726,19,1,2023-01-13 03:49:01
599,599,269,19,3,2023-05-27 09:09:24
600,600,754,19,1,2023-03-23 18:43:00
601,601,859,19,4,2022-12-11 16:28:58
602,602,156,19,3,2023-08-17 12:20:52
603,603,859,19,3,2023-04-29 00:35:36
604,604,508,19,1,2023-07-18 09:59:52
605,605,378,19,4,2023-09-09 18:20:40
606,606,476,19,4,2023-06-01 14:43:04
607,607,562,19,2,2022-12-24 01:35:39
